,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
873,874,40,3,60.0,12144,1,3,3,0,4,0,12,2,2,0,2,5,7,1949,1950,1,1,6,6,2,0.0,2,4,1,3,3,3,4,375,5,0,457,832,0,2,1,4,1036,0,232,1268,0,0,1,0,3,1,3,6,5,1,1,1949.0,2,1,288,4,4,2,0,28,0,0,0,0,9,2009,8,4,133000
874,875,50,4,52.0,5720,1,3,3,0,4,0,17,0,2,0,0,5,6,1941,1950,1,1,13,14,2,0.0,3,4,1,3,3,3,5,0,5,0,676,676,0,0,1,4,676,455,0,1131,0,0,1,1,3,1,3,5,5,0,5,1941.0,2,1,200,4,4,2,26,0,0,0,0,0,8,2009,8,0,66500
875,876,60,1,75.0,9000,1,3,3,0,4,0,21,2,2,0,5,8,5,2007,2007,1,1,5,5,2,0.0,2,4,2,2,3,0,2,64,5,0,1120,1184,0,0,1,4,1184,1426,0,2610,0,0,2,1,4,1,0,11,5,1,3,2007.0,0,2,550,4,4,2,208,364,0,0,0,0,8,2007,6,5,303477
876,877,20,3,94.0,25286,1,3,1,0,4,1,11,2,2,0,2,4,5,1963,1963,1,1,6,10,2,0.0,3,4,2,3,3,1,0,633,5,0,431,1064,0,2,1,4,1040,0,0,1040,1,0,1,0,3,1,3,5,5,0,1,1963.0,2,2,648,4,4,2,0,0,0,0,0,0,1,2007,8,4,132250
877,878,60,3,74.0,8834,1,3,3,0,4,0,16,2,2,0,5,9,5,2004,2005,3,1,12,13,3,216.0,2,4,2,0,3,3,2,1170,5,0,292,1462,0,0,1,4,1462,762,0,2224,1,0,2,1,4,1,0,10,5,1,1,2004.0,0,3,738,4,4,2,184,0,0,0,0,0,6,2009,8,4,350000
878,879,85,3,88.0,11782,1,0,3,0,4,0,19,2,2,0,6,5,7,1961,1995,1,1,6,6,2,0.0,3,4,1,3,3,0,0,899,5,0,210,1109,0,4,1,4,1155,0,0,1155,1,0,1,0,3,1,2,6,3,0,5,1987.0,2,2,576,4,4,2,192,0,0,0,0,400,6,2010,8,4,148000
880,881,20,3,60.0,7024,1,3,3,0,4,0,7,2,2,0,2,5,5,2005,2006,1,1,12,13,2,0.0,3,4,2,0,1,3,0,980,5,0,110,1090,0,2,1,4,1090,0,0,1090,1,0,1,1,2,1,3,5,5,0,1,2005.0,0,2,450,4,4,2,0,49,0,0,0,0,6,2007,8,4,157000
881,882,50,3,44.0,13758,1,0,3,0,1,0,23,2,2,0,0,7,5,1990,1991,1,1,6,6,1,117.0,2,2,1,2,3,2,3,902,5,0,254,1156,0,0,1,4,1187,530,0,1717,0,0,2,1,3,1,2,7,5,1,1,1990.0,1,2,400,4,4,2,168,36,0,0,0,0,4,2007,8,4,187500
883,884,75,3,60.0,6204,1,3,0,0,4,0,18,2,2,0,3,4,5,1912,1950,1,1,13,14,2,0.0,2,4,2,3,0,3,5,0,5,0,795,795,0,4,0,4,954,795,481,2230,1,0,1,0,5,1,3,10,5,0,5,1997.0,2,1,440,4,2,2,0,188,0,0,0,0,3,2006,8,4,118500
884,885,20,3,65.0,7150,1,3,3,0,4,0,12,2,2,0,2,5,5,1967,1967,1,1,6,6,1,60.0,3,4,1,3,3,3,1,432,5,0,460,892,0,4,1,4,892,0,0,892,0,0,1,0,3,1,3,5,5,0,1,1967.0,1,1,288,4,4,2,0,0,0,0,0,0,7,2009,8,4,100000
885,886,120,1,50.0,5119,1,0,3,0,1,0,21,2,2,4,2,9,5,1999,2000,1,1,8,8,1,60.0,2,4,2,0,3,0,2,1238,5,0,460,1698,0,0,1,4,1709,0,0,1709,1,0,2,0,2,1,2,5,5,1,1,1999.0,0,2,506,4,4,2,97,65,0,0,0,0,1,2008,1,0,328900
886,887,90,3,70.0,8393,1,3,3,0,0,0,12,2,2,2,2,5,5,1959,2005,1,1,8,8,1,122.0,3,4,1,3,3,3,3,528,5,0,1098,1626,0,0,1,4,1712,0,0,1712,0,0,2,0,4,2,3,8,5,0,1,2005.0,0,2,588,4,4,2,272,54,0,0,0,0,6,2006,8,3,145000
887,888,50,3,59.0,16466,1,0,3,0,4,0,7,2,2,0,0,5,7,1955,1955,1,1,8,8,2,0.0,3,2,2,3,3,3,5,0,5,0,816,816,0,4,1,4,872,521,0,1393,0,0,1,1,3,1,3,8,5,0,1,1955.0,2,1,300,4,4,2,121,0,0,0,265,0,4,2008,8,4,135500
888,889,20,3,95.0,15865,1,0,3,0,4,1,12,2,2,0,2,8,6,1970,1970,0,4,13,14,2,0.0,2,2,2,3,1,1,0,351,4,823,1043,2217,0,0,1,4,2217,0,0,2217,1,0,2,0,4,1,2,8,5,1,1,1970.0,2,2,621,4,4,2,81,207,0,0,224,0,10,2007,8,4,268000
889,890,20,3,128.0,12160,1,3,3,0,4,0,12,1,2,0,2,6,4,1953,1953,3,1,13,14,1,90.0,3,4,1,3,3,3,1,1024,5,0,481,1505,0,0,1,4,1505,0,0,1505,1,0,1,0,2,1,3,6,5,1,1,1953.0,1,2,505,4,4,2,0,0,0,162,0,0,2,2009,8,4,149500
890,891,50,3,60.0,8064,1,3,3,0,0,0,12,0,2,0,0,5,7,1949,2006,1,1,8,8,2,0.0,3,2,1,3,3,2,5,0,5,0,672,672,0,0,1,4,672,252,0,924,0,0,1,0,3,1,3,6,5,1,5,2003.0,2,2,576,4,4,2,0,0,0,0,0,2000,7,2007,8,4,122900
891,892,60,3,70.0,11184,1,3,3,0,4,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,1,92.0,3,4,1,3,3,3,3,226,4,500,192,918,0,2,1,4,918,765,0,1683,0,0,2,1,3,1,3,7,5,1,1,1978.0,1,2,440,4,4,2,243,0,0,0,0,0,7,2009,8,4,172500
892,893,20,3,70.0,8414,1,3,3,0,4,0,19,2,2,0,2,6,8,1963,2003,3,1,6,6,2,0.0,3,4,1,3,3,3,2,663,5,0,396,1059,0,4,1,4,1068,0,0,1068,0,1,1,0,3,1,3,6,5,0,1,1963.0,1,1,264,4,4,2,192,0,0,0,0,0,2,2006,8,4,154500
894,895,90,3,64.0,7018,1,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,9,10,2,0.0,3,4,3,4,4,4,6,0,6,0,0,0,0,4,1,4,1535,0,0,1535,0,0,2,0,4,2,3,8,5,0,1,1979.0,2,2,400,4,4,2,0,0,0,0,0,0,6,2009,8,2,118858
895,896,60,3,71.0,7056,1,3,3,0,4,0,12,2,2,0,5,6,5,1963,1963,3,1,6,6,1,415.0,3,4,1,3,3,3,1,400,5,0,380,780,0,4,1,4,983,813,0,1796,1,0,1,1,4,1,3,8,5,1,1,1963.0,1,2,483,4,4,2,0,50,0,0,0,0,10,2008,8,4,140000
896,897,30,4,50.0,8765,1,3,3,0,4,0,9,2,2,0,2,4,6,1936,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,0,285,5,0,666,951,0,0,0,4,951,0,0,951,0,0,1,0,2,1,3,6,5,0,5,1936.0,2,1,327,4,4,2,0,28,0,0,0,0,4,2006,8,0,106500
897,898,90,3,64.0,7018,1,3,3,0,4,0,20,1,2,2,5,5,5,1979,1979,1,1,9,10,2,0.0,3,4,3,4,4,4,6,0,6,0,0,0,0,4,1,4,1120,1120,0,2240,0,0,2,0,6,2,3,12,5,0,5,1979.0,2,2,528,4,4,2,154,0,0,0,0,0,6,2009,8,2,142953
898,899,20,3,100.0,12919,1,0,3,0,4,0,16,2,2,0,2,9,5,2009,2010,3,1,12,13,3,760.0,0,4,2,0,3,1,2,2188,5,0,142,2330,0,0,1,4,2364,0,0,2364,1,0,2,1,2,1,0,11,5,2,1,2009.0,0,3,820,4,4,2,0,67,0,0,0,0,3,2010,6,5,611657
899,900,20,3,65.0,6993,1,3,3,0,4,0,19,1,2,0,2,5,7,1961,1994,1,1,6,10,2,0.0,3,4,1,3,3,3,1,465,5,0,447,912,0,4,1,4,1236,0,0,1236,0,0,1,0,3,1,3,6,5,1,1,1961.0,2,1,288,4,4,2,0,0,0,0,0,0,6,2006,8,4,135000
901,902,20,3,64.0,8712,1,0,3,0,4,0,12,2,2,0,2,5,7,1957,2000,3,1,8,8,2,0.0,3,2,1,3,3,2,1,860,5,0,132,992,0,4,1,4,1306,0,0,1306,1,0,1,0,2,1,3,5,5,0,5,1968.0,2,1,756,4,4,2,0,0,0,0,0,0,5,2009,8,4,153000
902,903,60,3,63.0,7875,1,3,3,0,4,0,8,2,2,0,5,7,5,2003,2003,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,783,783,0,0,1,4,807,702,0,1509,0,0,2,1,3,1,2,8,5,1,1,2003.0,0,2,393,4,4,2,0,75,0,0,0,0,7,2006,8,4,180000
903,904,20,3,50.0,14859,1,0,1,0,1,0,8,2,2,0,2,7,5,2006,2006,3,1,12,13,1,27.0,2,4,2,2,3,3,5,0,5,0,1670,1670,0,0,1,4,1670,0,0,1670,0,0,2,0,3,1,2,7,5,1,1,2006.0,1,3,690,4,4,2,144,60,0,0,0,0,8,2006,6,5,240000
905,906,20,3,80.0,9920,1,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,1,6,6,3,110.0,3,4,1,3,3,3,4,354,3,290,412,1056,0,4,1,4,1063,0,0,1063,1,0,1,0,3,1,3,6,5,0,1,1954.0,1,1,280,4,4,2,0,0,164,0,0,0,2,2010,8,4,128000
906,907,20,3,116.0,13501,1,0,3,0,0,0,21,2,2,0,2,8,5,2006,2006,1,1,12,13,3,208.0,2,4,2,2,3,3,2,63,5,0,1560,1623,0,0,1,4,1636,0,0,1636,1,0,2,0,3,1,2,8,5,1,1,2006.0,1,3,865,4,4,2,0,60,0,0,0,0,6,2007,8,4,255000
907,908,50,3,86.0,11500,1,0,3,0,4,0,6,2,2,0,0,7,7,1936,1987,1,1,3,3,2,0.0,2,4,1,2,3,3,4,223,5,0,794,1017,0,2,1,4,1020,1037,0,2057,0,0,1,1,3,1,2,6,5,1,1,1936.0,0,1,180,1,4,2,0,0,0,0,322,0,6,2006,8,4,250000
909,910,60,3,149.0,12589,1,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,742,742,0,0,1,4,742,742,0,1484,0,0,2,1,3,1,2,8,5,1,1,2005.0,0,2,390,4,4,2,36,24,0,0,0,0,6,2009,8,4,174000
910,911,90,3,80.0,11600,1,3,3,0,0,0,12,1,2,2,5,5,5,1960,1960,1,1,8,8,1,361.0,3,4,1,3,3,3,4,443,5,0,662,1105,0,4,1,0,1105,1169,0,2274,0,0,2,0,5,2,3,12,5,0,5,1960.0,2,2,480,4,4,2,0,0,0,0,0,0,1,2010,8,4,154300
912,913,30,4,51.0,6120,1,3,3,0,4,0,3,2,2,0,2,5,7,1925,1950,1,1,8,8,2,0.0,3,4,0,3,3,3,4,489,5,0,279,768,0,4,0,4,1015,0,0,1015,0,0,1,0,3,1,3,6,2,0,5,1925.0,2,1,450,4,4,2,0,0,112,0,120,620,7,2006,8,0,88000
913,914,90,2,82.0,6270,1,3,1,0,4,0,6,2,2,2,5,5,6,1949,1950,1,1,8,8,2,0.0,3,4,1,3,3,3,1,284,5,0,717,1001,0,4,0,0,1001,1001,0,2002,0,0,2,0,4,2,3,8,5,0,0,1949.0,2,3,871,4,4,2,0,0,0,0,0,0,8,2007,8,4,145000
914,915,160,1,30.0,3000,1,3,3,0,4,0,21,2,2,4,5,6,5,2009,2009,1,1,12,13,3,76.0,2,4,2,2,3,0,2,294,5,0,318,612,0,0,1,4,612,612,0,1224,0,0,2,1,2,1,2,4,5,0,5,2009.0,1,2,528,4,4,2,0,234,0,0,0,0,6,2009,6,5,173733
915,916,160,4,21.0,2001,1,3,3,0,4,0,10,2,2,3,5,4,5,1970,1970,1,1,5,5,1,80.0,3,4,1,3,3,3,5,0,5,0,546,546,0,1,1,4,546,546,0,1092,0,0,1,1,3,1,3,6,5,0,1,1970.0,2,1,286,4,4,2,0,0,0,0,0,0,1,2007,8,4,75000
916,917,20,0,50.0,9000,1,3,3,0,4,0,9,2,2,0,2,2,3,1949,1950,1,1,0,0,2,0.0,3,4,1,3,3,0,1,50,5,0,430,480,0,4,0,0,480,0,0,480,1,0,0,0,1,1,3,4,5,0,5,1958.0,2,1,308,4,4,2,0,0,0,0,0,0,10,2006,8,0,35311
918,919,60,3,103.0,13125,1,0,3,0,0,0,20,2,2,0,5,7,5,1991,1991,1,1,6,6,2,0.0,2,4,2,0,3,2,1,48,2,634,422,1104,0,0,1,4,912,1215,0,2127,1,0,2,1,4,1,2,8,5,1,1,1991.0,1,3,833,4,4,2,72,192,224,0,0,0,11,2007,8,4,238000
919,920,20,3,87.0,11029,1,0,3,0,0,0,12,2,2,0,2,6,8,1958,2002,3,1,8,8,2,0.0,0,4,1,2,3,3,0,528,1,411,245,1184,0,0,1,4,1414,0,0,1414,1,0,1,0,3,1,3,6,2,1,1,1990.0,2,2,601,4,4,2,0,51,0,0,190,0,5,2008,8,4,176500
920,921,60,3,70.0,8462,1,0,3,0,4,0,20,2,2,0,5,6,5,1994,1994,1,1,6,6,1,105.0,2,2,2,2,1,3,2,814,5,0,114,928,0,0,1,4,936,785,0,1721,0,1,2,1,3,1,2,7,5,0,1,1994.0,1,2,471,4,4,2,300,87,0,0,0,0,7,2007,8,4,201000
921,922,90,3,67.0,8777,1,3,3,0,4,0,7,1,2,2,0,5,7,1900,2003,1,1,8,8,2,0.0,3,4,1,3,3,3,0,1084,5,0,188,1272,0,2,1,4,1272,928,0,2200,2,0,2,2,4,2,3,9,5,0,6,1978.5430346051464,3,0,0,5,5,0,0,70,0,0,0,0,9,2008,8,4,145900
922,923,20,3,65.0,10237,1,3,3,0,4,0,8,6,2,0,2,6,5,2005,2006,1,1,12,13,2,0.0,2,4,2,2,3,3,2,28,5,0,1288,1316,0,0,1,4,1316,0,0,1316,0,0,2,0,3,1,2,6,5,1,1,2005.0,0,2,397,4,4,2,100,0,0,23,0,0,10,2006,6,5,169990
923,924,120,3,50.0,8012,1,3,3,0,4,0,20,2,2,4,2,6,5,1993,1994,1,1,9,10,2,0.0,2,4,2,2,3,3,3,165,2,841,598,1604,0,0,1,4,1617,0,0,1617,1,0,2,0,2,1,2,5,5,1,1,1993.0,1,2,533,4,4,2,0,69,0,0,0,0,7,2008,8,4,193000
924,925,20,3,79.0,10240,1,3,3,0,4,0,14,2,2,0,2,6,6,1980,1980,1,1,9,10,1,157.0,3,2,1,2,3,3,1,625,3,1061,0,1686,0,4,1,4,1686,0,0,1686,1,0,2,0,3,1,3,7,5,1,1,1980.0,2,2,612,4,4,2,384,131,0,0,0,0,5,2006,8,4,207500
926,927,60,3,93.0,11999,1,3,3,0,4,0,16,2,2,0,5,8,5,2003,2004,3,1,12,13,1,340.0,2,4,2,2,3,3,5,0,5,0,1181,1181,0,0,1,4,1234,1140,0,2374,0,0,2,1,4,1,0,10,5,1,3,2003.0,0,3,656,4,4,2,104,100,0,0,0,0,5,2007,8,4,285000
930,931,20,3,73.0,8925,1,0,1,0,4,0,23,2,2,0,2,8,5,2007,2007,1,1,12,13,2,0.0,2,4,2,2,3,0,2,16,5,0,1450,1466,0,0,1,4,1466,0,0,1466,0,0,2,0,3,1,2,7,5,0,1,2007.0,0,3,610,4,4,2,100,18,0,0,0,0,7,2009,8,4,201000
931,932,20,3,70.0,9100,1,3,3,0,4,0,12,2,2,0,2,5,6,1965,1965,1,1,12,13,2,0.0,3,4,1,3,3,3,1,338,4,466,121,925,0,0,1,4,925,0,0,925,0,1,1,0,2,1,3,5,5,0,5,1965.0,2,1,429,4,4,2,0,0,0,0,0,0,7,2009,8,4,117500
932,933,20,3,84.0,11670,1,0,3,0,0,0,21,8,2,0,2,9,5,2006,2006,3,1,12,7,3,302.0,0,4,2,0,1,3,5,0,5,0,1905,1905,0,0,1,4,1905,0,0,1905,0,0,2,0,3,1,0,8,5,1,1,2006.0,0,3,788,4,4,2,0,191,0,0,0,0,3,2007,8,4,320000
933,934,20,3,63.0,8487,1,3,3,0,2,0,5,2,2,0,2,7,5,2004,2004,1,1,12,13,1,210.0,2,4,2,2,3,0,2,20,5,0,1480,1500,0,0,1,4,1500,0,0,1500,0,0,2,0,3,1,2,6,5,0,1,2004.0,1,2,570,4,4,2,192,36,0,0,0,0,8,2009,8,4,190000
934,935,20,3,313.0,27650,1,1,1,0,4,1,12,3,2,0,2,7,7,1960,2007,0,4,13,14,2,0.0,3,4,1,2,3,1,2,425,5,0,160,585,0,0,1,4,2069,0,0,2069,1,0,2,0,4,1,2,9,5,1,1,1960.0,1,2,505,4,4,2,0,0,0,0,0,0,11,2008,8,4,242000
935,936,30,3,52.0,5825,1,0,3,0,4,0,3,2,2,0,2,4,5,1926,1953,1,1,8,8,1,108.0,3,2,2,1,3,2,5,0,5,0,600,600,0,2,1,4,747,0,0,747,0,0,1,0,1,1,3,5,5,0,5,1953.0,2,2,528,4,4,2,0,0,32,0,0,0,6,2006,8,4,79900
936,937,20,3,67.0,10083,1,3,3,0,4,0,20,2,2,0,2,7,5,2003,2003,1,1,12,13,4,102.70376569037657,2,4,2,2,3,3,2,833,5,0,343,1176,0,0,1,4,1200,0,0,1200,1,0,2,0,2,1,2,5,5,0,1,2003.0,1,2,555,4,4,2,0,41,0,0,0,0,8,2009,8,4,184900
937,938,60,3,75.0,9675,1,3,3,0,4,0,21,2,2,0,5,7,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,3,2,2,341,5,0,772,1113,0,0,1,4,1113,858,0,1971,0,0,2,1,3,1,2,8,5,1,1,2005.0,1,2,689,4,4,2,0,48,0,0,0,0,2,2009,8,4,253000
938,939,60,3,73.0,8760,1,3,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,1,2,2,464,5,0,927,1391,0,0,1,4,1391,571,0,1962,0,0,2,1,3,1,2,7,5,0,1,2006.0,1,3,868,4,4,2,0,90,0,0,0,0,8,2006,6,5,239799
940,941,90,3,55.0,12640,1,0,3,0,4,0,11,2,2,2,2,6,5,1976,1976,1,1,9,10,2,0.0,3,4,1,3,3,1,4,936,3,396,396,1728,0,4,1,4,1728,0,0,1728,0,0,2,0,4,2,3,8,5,0,1,1976.0,2,2,574,4,4,2,40,0,0,0,0,0,7,2006,8,4,150900
942,943,90,3,42.0,7711,1,0,3,0,4,0,7,2,2,2,2,4,3,1977,1977,1,1,8,8,2,0.0,3,4,2,2,3,1,2,1440,5,0,0,1440,0,4,1,4,1440,0,0,1440,2,0,2,0,4,2,3,8,5,0,6,1978.5430346051464,3,0,0,5,5,0,321,0,0,0,0,0,8,2007,7,0,150000
943,944,90,3,100.0,25000,1,3,2,0,4,0,11,2,2,2,2,5,4,1967,1967,1,1,6,10,2,0.0,3,4,1,3,3,0,5,0,5,0,1632,1632,0,4,1,4,1632,0,0,1632,0,0,2,0,4,2,3,8,5,0,1,1967.0,2,2,576,4,4,1,0,0,0,0,0,0,6,2007,8,4,143000
945,946,50,4,98.0,8820,1,3,3,0,0,0,17,2,2,0,0,5,6,1890,1996,3,1,12,13,2,0.0,3,4,0,3,3,3,3,1088,5,0,0,1088,0,4,1,4,1188,561,120,1869,0,0,1,0,2,1,3,7,5,0,5,1963.0,2,2,456,4,4,2,48,0,244,0,0,0,9,2009,8,4,124900
946,947,80,3,70.0,8163,1,3,3,0,4,0,12,2,2,0,7,5,6,1959,1959,1,1,6,6,1,128.0,3,2,1,3,3,0,0,748,1,294,102,1144,0,4,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,5,1,1,1959.0,1,1,796,4,4,2,86,0,0,0,0,0,3,2006,8,4,143000
947,948,20,3,85.0,14536,1,3,3,0,4,0,23,2,2,0,2,8,5,2002,2003,3,1,12,13,1,236.0,2,4,2,2,3,0,2,1300,5,0,316,1616,0,0,1,4,1629,0,0,1629,1,0,2,0,3,1,2,9,5,1,1,2002.0,0,3,808,4,4,2,0,252,0,0,0,0,11,2007,8,4,270000
948,949,60,3,65.0,14006,1,0,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,1,12,13,1,144.0,2,4,2,2,3,4,5,0,5,0,936,936,0,0,1,4,936,840,0,1776,0,0,2,1,3,1,2,7,5,1,1,2002.0,1,2,474,4,4,2,144,96,0,0,0,0,2,2006,8,4,192500
949,950,20,3,78.0,9360,1,3,3,0,4,0,14,2,2,0,2,6,7,1972,2006,3,1,9,10,2,0.0,3,4,1,3,3,3,0,982,5,0,179,1161,0,4,1,4,1381,0,0,1381,1,0,1,1,3,1,2,5,5,1,1,1972.0,1,2,676,4,4,2,0,0,0,0,0,0,3,2010,8,4,197500
950,951,20,3,60.0,7200,1,3,3,0,4,0,12,2,2,0,2,5,8,1950,2002,1,1,12,13,2,0.0,3,4,1,3,3,3,0,398,1,149,317,864,0,2,1,4,864,0,0,864,1,0,1,0,3,1,2,5,5,0,5,1980.0,1,2,720,4,4,2,194,0,0,0,0,0,7,2007,8,4,129000
951,952,20,2,60.0,7800,1,3,3,0,0,0,20,2,2,0,2,5,5,1965,1965,1,1,12,13,2,0.0,3,4,1,3,3,3,1,641,5,0,187,828,0,2,1,4,965,0,0,965,1,0,1,0,3,1,3,6,5,0,5,1979.0,2,1,300,4,4,2,421,0,0,0,0,0,7,2006,8,0,119900
952,953,85,3,60.0,7200,1,3,3,0,4,0,5,2,2,0,6,5,8,1972,2003,1,1,14,6,2,0.0,3,2,1,2,3,0,2,660,5,0,108,768,0,2,1,4,768,0,0,768,0,1,1,0,2,1,3,5,5,0,5,1974.0,0,1,396,4,4,2,192,0,0,0,0,0,4,2009,8,4,133900
954,955,90,3,35.0,9400,1,0,3,0,1,0,7,2,2,2,6,6,5,1975,1975,0,4,14,10,1,250.0,3,4,1,2,1,1,2,945,5,0,0,945,0,4,1,4,980,0,0,980,0,2,2,0,4,0,3,4,5,0,6,1978.5430346051464,3,0,0,5,5,2,0,0,0,0,0,0,10,2006,8,1,127500
955,956,90,2,82.0,7136,1,0,1,0,4,0,6,2,2,2,5,6,6,1946,1950,1,1,8,8,1,423.0,3,4,1,2,3,3,4,484,5,0,495,979,0,4,0,1,979,979,0,1958,0,0,2,0,4,2,3,8,5,0,1,1946.0,2,2,492,4,4,2,0,0,0,0,0,0,8,2007,8,4,145000
956,957,160,4,24.0,1300,1,3,3,0,4,0,1,2,2,4,5,6,6,1980,1980,1,1,8,8,2,0.0,3,4,1,2,3,3,0,285,5,0,276,561,0,4,1,4,561,668,0,1229,0,0,1,1,2,1,3,5,5,1,1,1980.0,0,2,462,4,4,2,150,0,0,0,0,0,5,2009,8,4,124000
957,958,20,3,70.0,7420,1,3,3,0,4,0,19,2,2,0,2,5,5,1962,1962,3,1,8,8,2,0.0,3,4,1,3,3,3,4,417,5,0,640,1057,0,4,1,4,1057,0,0,1057,0,0,1,0,3,1,3,6,5,0,5,1977.0,0,2,576,4,4,2,0,0,0,0,0,0,4,2007,8,4,132000
958,959,20,3,65.0,8450,1,3,3,0,4,0,5,2,2,0,2,7,5,2003,2003,1,1,12,13,2,0.0,2,4,2,2,3,2,2,699,5,0,638,1337,0,0,1,4,1337,0,0,1337,1,0,2,0,3,1,2,6,5,0,1,2003.0,1,2,531,4,4,2,0,39,0,0,0,0,10,2007,8,4,185000
959,960,160,1,24.0,2572,1,3,3,0,2,0,21,2,2,3,5,7,5,1999,1999,3,1,8,8,2,0.0,2,4,2,2,3,3,0,604,5,0,92,696,0,0,1,4,696,720,0,1416,1,0,2,1,3,1,2,6,5,0,5,1999.0,2,2,484,4,4,2,0,44,0,0,0,0,5,2010,8,4,155000
960,961,20,3,50.0,7207,1,0,3,0,4,0,3,2,2,0,2,5,7,1958,2008,1,1,13,10,2,0.0,3,2,1,3,3,1,1,696,5,0,162,858,0,2,1,4,858,0,0,858,1,0,1,0,2,1,3,4,5,0,6,1978.5430346051464,3,0,0,5,5,2,117,0,0,0,0,0,2,2010,8,4,116500
962,963,160,3,24.0,2308,1,3,3,0,0,0,13,2,2,4,5,6,6,1976,1976,1,1,9,2,2,0.0,3,4,1,2,3,3,0,556,5,0,248,804,0,4,1,4,804,744,0,1548,1,0,2,1,3,1,2,7,5,1,5,1976.0,2,2,440,4,4,2,48,0,0,0,0,0,7,2007,8,4,155000
963,964,20,3,122.0,11923,1,0,3,0,0,0,5,2,2,0,2,9,5,2007,2007,1,1,12,13,2,0.0,2,4,2,0,3,3,5,0,5,0,1800,1800,0,0,1,4,1800,0,0,1800,0,0,2,0,2,1,0,7,5,0,1,2007.0,0,2,702,4,4,2,288,136,0,0,0,0,5,2009,8,4,239000
964,965,60,3,80.0,11316,1,3,3,0,0,0,23,2,2,0,5,7,5,2002,2003,1,1,12,13,1,44.0,2,4,2,2,3,3,2,624,5,0,193,817,0,0,1,4,824,1070,0,1894,1,0,2,1,4,1,2,8,5,1,3,2002.0,0,2,510,4,4,2,0,40,0,0,0,0,2,2010,8,4,214900
965,966,60,3,65.0,10237,1,3,3,0,4,0,8,6,2,0,5,6,5,2005,2007,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,783,783,0,0,1,4,783,701,0,1484,0,0,2,1,3,1,2,8,5,1,1,2005.0,0,2,393,4,4,2,0,72,0,0,0,0,7,2007,6,5,178900
966,967,50,3,130.0,9600,1,0,1,0,4,0,6,2,2,0,0,5,7,1940,1950,1,1,8,8,2,0.0,2,2,0,3,0,3,4,428,5,0,300,728,0,0,1,4,976,332,0,1308,1,0,1,1,2,1,3,7,3,2,5,1940.0,2,1,256,4,4,2,0,70,0,0,0,0,6,2009,8,4,160000
968,969,50,4,50.0,5925,1,3,3,0,4,0,17,2,2,0,0,3,6,1910,1950,1,1,12,13,2,0.0,3,4,0,3,3,3,5,0,5,0,600,600,2,1,0,4,600,368,0,968,0,0,1,0,2,1,3,6,5,0,6,1978.5430346051464,3,0,0,5,5,2,0,0,0,0,0,0,5,2009,8,0,37900
969,970,190,3,75.0,10382,1,3,3,0,4,0,12,2,2,1,7,6,5,1958,1958,3,1,6,6,1,105.0,3,1,1,3,3,1,0,513,5,0,75,588,0,4,1,4,1095,0,0,1095,1,0,1,0,2,1,3,6,5,0,1,1958.0,1,1,264,4,4,2,0,0,0,0,0,0,3,2006,3,4,140000
970,971,50,3,60.0,10800,1,3,3,0,4,0,12,2,2,0,0,4,4,1949,1950,1,1,0,0,2,0.0,3,4,1,3,3,3,5,0,5,0,720,720,0,4,0,0,720,472,0,1192,0,0,1,1,4,1,3,6,5,0,6,1978.5430346051464,3,0,0,5,5,2,0,0,0,0,0,0,12,2006,8,0,135000
